Hteam,Ateam,Month,Odd-1,Odd-N,Odd-2,Target
Man City,Tottenham,1,1.91,3.6,4.0,2.0
Man City,Tottenham,1,1.88,3.6,4.2,2.0
Man City,Tottenham,1,1.85,3.4,3.8,2.0
Man City,Tottenham,1,1.91,3.2,4.33,2.0
Man City,Tottenham,1,1.85,3.8,4.333,2.0
Man City,Tottenham,1,1.95,3.82,4.33,2.0
Man City,Tottenham,1,1.88,3.53,4.13,2.0
Everton,Man City,1,4.33,3.5,1.85,2.0
Everton,Man City,1,4.75,3.5,1.8,2.0
Everton,Man City,1,4.3,3.4,1.75,2.0
Everton,Man City,1,4.5,3.3,1.85,2.0
Everton,Man City,1,4.75,3.6,1.85,2.0
Everton,Man City,1,4.78,3.68,1.87,2.0
Everton,Man City,1,4.49,3.49,1.82,2.0
Man United,Stoke,1,1.33,5.0,10.0,2.0
Man United,Stoke,1,1.28,5.25,10.0,2.0
Man United,Stoke,1,1.25,5.0,10.0,2.0
Man United,Stoke,1,1.3,5.0,10.0,2.0
Man United,Stoke,1,1.33,5.0,11.0,2.0
Man United,Stoke,1,1.31,5.15,10.32,2.0
Swansea,Chelsea,1,4.0,3.25,2.0,1.0
Swansea,Chelsea,1,4.1,3.4,1.88,1.0
Swansea,Chelsea,1,3.8,3.4,1.85,1.0
Swansea,Chelsea,1,3.75,3.3,2.0,1.0
Swansea,Chelsea,1,4.2,3.3,2.05,1.0
Swansea,Chelsea,1,4.5,3.4,2.04,1.0
Swansea,Chelsea,1,4.14,3.29,1.96,1.0
Tottenham,Wigan,1,1.25,5.0,10.0,2.0
Wolves,Liverpool,1,5.0,3.8,1.7,0.0
Wolves,Liverpool,1,5.25,3.6,1.65,0.0
Wolves,Liverpool,1,4.4,3.5,1.7,0.0
Wolves,Liverpool,1,4.8,3.75,1.7,0.0
Wolves,Liverpool,1,5.4,3.8,1.7,0.0
Wolves,Liverpool,1,5.74,3.93,1.75,0.0
Wolves,Liverpool,1,5.16,3.66,1.7,0.0
Aston Villa,QPR,1,1.8,3.5,4.75,1.0
Aston Villa,QPR,1,1.78,3.6,4.75,1.0
Aston Villa,QPR,1,1.8,3.4,4.0,1.0
Aston Villa,QPR,1,1.85,3.3,4.5,1.0
Aston Villa,QPR,1,1.8,3.6,5.0,1.0
Aston Villa,QPR,1,1.85,3.69,5.19,1.0
Aston Villa,QPR,1,1.79,3.46,4.65,1.0
Blackburn,Newcastle,1,2.63,3.3,2.7,0.0
Blackburn,Newcastle,1,2.6,3.3,2.6,0.0
Blackburn,Newcastle,1,2.55,3.2,2.55,0.0
Blackburn,Newcastle,1,2.62,3.2,2.7,0.0
Blackburn,Newcastle,1,2.62,3.4,2.75,0.0
Blackburn,Newcastle,1,2.7,3.41,2.85,0.0
Blackburn,Newcastle,1,2.59,3.29,2.68,0.0
Bolton,Arsenal,1,5.0,3.75,1.7,1.0
Bolton,Arsenal,1,5.25,3.9,1.65,1.0
Bolton,Arsenal,1,4.6,3.5,1.65,1.0
Bolton,Arsenal,1,5.0,3.5,1.73,1.0
Bolton,Arsenal,1,5.5,3.8,1.7,1.0
Bolton,Arsenal,1,5.71,4.05,1.73,1.0
Bolton,Arsenal,1,5.13,3.7,1.68,1.0
Fulham,West Brom,1,1.83,3.5,4.5,1.0
Fulham,West Brom,1,1.83,3.4,4.33,1.0
Fulham,West Brom,1,1.75,3.4,4.3,1.0
Fulham,West Brom,1,1.91,3.3,4.2,1.0
Fulham,West Brom,1,1.85,3.6,4.6,1.0
Fulham,West Brom,1,1.91,3.63,4.77,1.0
Fulham,West Brom,1,1.83,3.45,4.45,1.0
Sunderland,Norwich,1,1.91,3.5,4.2,2.0
Sunderland,Norwich,1,1.8,3.5,4.4,2.0
Sunderland,Norwich,1,1.8,3.4,4.0,2.0
Sunderland,Norwich,1,1.85,3.3,4.5,2.0
Sunderland,Norwich,1,1.91,3.6,4.5,2.0
Sunderland,Norwich,1,1.93,3.6,4.75,2.0
Sunderland,Norwich,1,1.85,3.43,4.35,2.0
Arsenal,Blackburn,4,1.29,5.5,11.0,2.0
Arsenal,Blackburn,4,1.28,5.25,10.0,2.0
Arsenal,Blackburn,4,1.3,4.8,8.5,2.0
Arsenal,Blackburn,4,1.29,4.5,8.0,2.0
Arsenal,Blackburn,4,1.28,5.33,10.95,2.0
Man City,Fulham,4,1.3,5.5,10.0,2.0
Man City,Fulham,4,1.28,5.25,10.0,2.0
Man City,Fulham,4,1.3,4.8,8.5,2.0
Man City,Fulham,4,1.29,4.5,8.0,2.0
Man City,Fulham,4,1.29,5.23,10.84,2.0
Norwich,Bolton,4,2.0,3.5,3.75,2.0
Norwich,Bolton,4,2.0,3.4,3.6,2.0
Norwich,Bolton,4,1.9,3.3,3.7,2.0
Norwich,Bolton,4,1.95,3.2,3.3,2.0
Norwich,Bolton,4,2.05,3.6,3.8,2.0
Norwich,Bolton,4,2.1,3.63,3.85,2.0
Norwich,Bolton,4,2.02,3.39,3.63,2.0
QPR,Wolves,4,1.91,3.6,4.0,0.0
QPR,Wolves,4,1.85,3.5,4.1,0.0
QPR,Wolves,4,2.0,3.3,3.3,0.0
QPR,Wolves,4,1.91,3.2,3.5,0.0
QPR,Wolves,4,1.91,3.6,4.2,0.0
QPR,Wolves,4,2.0,3.7,4.45,0.0
QPR,Wolves,4,1.9,3.49,4.02,0.0
Stoke,Sunderland,4,2.25,3.25,3.3,0.0
Stoke,Sunderland,4,2.2,3.2,3.3,0.0
Stoke,Sunderland,4,2.1,3.2,3.2,0.0
Stoke,Sunderland,4,2.05,3.1,3.25,0.0
Stoke,Sunderland,4,2.3,3.3,3.5,0.0
Stoke,Sunderland,4,2.3,3.44,3.59,0.0
Stoke,Sunderland,4,2.19,3.26,3.35,0.0
West Brom,Swansea,4,2.1,3.3,3.6,0.0
West Brom,Swansea,4,2.15,3.25,3.6,0.0
West Brom,Swansea,4,2.0,3.3,3.3,0.0
West Brom,Swansea,4,2.1,3.2,3.0,0.0
West Brom,Swansea,4,2.15,3.4,3.8,0.0
West Brom,Swansea,4,2.16,3.4,3.82,0.0
West Brom,Swansea,4,2.1,3.29,3.54,0.0
Wigan,Everton,4,3.5,3.4,2.1,1.0
Wigan,Everton,4,3.6,3.3,2.05,1.0
Wigan,Everton,4,3.3,3.3,2.0,1.0
Wigan,Everton,4,3.1,3.1,2.1,1.0
Wigan,Everton,4,3.6,3.4,2.2,1.0
Wigan,Everton,4,3.7,3.44,2.2,1.0
Wigan,Everton,4,3.45,3.28,2.13,1.0
Chelsea,Man United,5,2.5,3.3,2.88,1.0
Chelsea,Man United,5,2.55,3.25,2.7,1.0
Chelsea,Man United,5,2.4,3.2,2.7,1.0
Chelsea,Man United,5,2.2,3.1,2.88,1.0
Chelsea,Man United,5,2.62,3.3,2.88,1.0
Chelsea,Man United,5,2.62,3.37,2.98,1.0
Chelsea,Man United,5,2.51,3.24,2.84,1.0
Newcastle,Aston Villa,5,2.0,3.4,3.8,2.0
Newcastle,Aston Villa,5,2.0,3.3,3.75,2.0
Newcastle,Aston Villa,5,1.9,3.3,3.7,2.0
Newcastle,Aston Villa,5,2.0,3.2,3.2,2.0
Newcastle,Aston Villa,5,2.1,3.4,3.8,2.0
Newcastle,Aston Villa,5,2.2,3.45,3.9,2.0
Newcastle,Aston Villa,5,2.09,3.31,3.57,2.0
Liverpool,Tottenham,6,2.0,3.4,3.8,1.0
Liverpool,Tottenham,6,2.15,3.3,3.6,1.0
Liverpool,Tottenham,6,2.15,3.2,3.1,1.0
Liverpool,Tottenham,6,2.1,3.2,3.0,1.0
Liverpool,Tottenham,6,2.1,3.4,3.8,1.0
Liverpool,Tottenham,6,2.15,3.48,3.9,1.0
Liverpool,Tottenham,6,2.09,3.33,3.54,1.0
Blackburn,QPR,11,2.38,3.3,3.0,2.0
Blackburn,QPR,11,2.4,3.25,2.9,2.0
Blackburn,QPR,11,2.4,3.2,2.7,2.0
Blackburn,QPR,11,2.38,3.4,2.9,2.0
Blackburn,QPR,11,2.4,3.4,3.12,2.0
Blackburn,QPR,11,2.42,3.41,3.3,2.0
Blackburn,QPR,11,2.34,3.28,3.04,2.0
Bolton,Wigan,11,2.0,3.5,3.75,0.0
Bolton,Wigan,11,1.95,3.5,3.7,0.0
Bolton,Wigan,11,2.0,3.2,3.4,0.0
Bolton,Wigan,11,2.05,3.6,3.4,0.0
Bolton,Wigan,11,2.05,3.6,3.75,0.0
Bolton,Wigan,11,2.09,3.67,3.95,0.0
Bolton,Wigan,11,2.0,3.43,3.71,0.0
Everton,Chelsea,11,3.25,3.3,2.25,2.0
Everton,Chelsea,11,3.4,3.25,2.25,2.0
Everton,Chelsea,11,3.0,3.2,2.2,2.0
Everton,Chelsea,11,3.1,3.3,2.3,2.0
Everton,Chelsea,11,3.3,3.3,2.3,2.0
Everton,Chelsea,11,3.48,3.4,2.33,2.0
Everton,Chelsea,11,3.26,3.26,2.24,2.0
Fulham,Stoke,11,1.91,3.5,4.0,2.0
Fulham,Stoke,11,1.95,3.3,3.9,2.0
Fulham,Stoke,11,2.0,3.2,3.4,2.0
Fulham,Stoke,11,2.0,3.4,3.8,2.0
Fulham,Stoke,11,1.95,3.5,4.0,2.0
Fulham,Stoke,11,2.02,3.5,4.36,2.0
Fulham,Stoke,11,1.97,3.34,3.92,2.0
Man United,Liverpool,11,1.85,3.6,4.33,2.0
Man United,Liverpool,11,1.83,3.6,4.4,2.0
Man United,Liverpool,11,1.8,3.4,4.0,2.0
Man United,Liverpool,11,1.91,3.5,4.0,2.0
Man United,Liverpool,11,1.9,3.6,4.33,2.0
Man United,Liverpool,11,1.95,3.68,4.52,2.0
Man United,Liverpool,11,1.85,3.49,4.3,2.0
Sunderland,Arsenal,11,3.5,3.4,2.1,0.0
Sunderland,Arsenal,11,3.4,3.5,2.15,0.0
Sunderland,Arsenal,11,3.0,3.2,2.2,0.0
Sunderland,Arsenal,11,3.6,3.4,2.05,0.0
Sunderland,Arsenal,11,3.75,3.4,2.1,0.0
Sunderland,Arsenal,11,3.83,3.6,2.2,0.0
Sunderland,Arsenal,11,3.52,3.37,2.08,0.0
Swansea,Norwich,11,1.83,3.5,4.5,0.0
Swansea,Norwich,11,1.8,3.4,4.5,0.0
Swansea,Norwich,11,1.9,3.3,3.7,0.0
Swansea,Norwich,11,1.83,3.6,4.2,0.0
Swansea,Norwich,11,1.85,3.6,4.6,0.0
Swansea,Norwich,11,1.91,3.66,4.61,0.0
Swansea,Norwich,11,1.85,3.48,4.3,0.0
Tottenham,Newcastle,11,1.44,4.33,7.5,2.0
Tottenham,Newcastle,11,1.45,4.25,7.0,2.0
Tottenham,Newcastle,11,1.5,3.8,5.7,2.0
Tottenham,Newcastle,11,1.5,4.2,6.5,2.0
Tottenham,Newcastle,11,1.5,4.33,7.5,2.0
Tottenham,Newcastle,11,1.53,4.62,7.8,2.0
Tottenham,Newcastle,11,1.46,4.22,7.21,2.0
Aston Villa,Man City,12,5.5,3.6,1.67,0.0
Aston Villa,Man City,12,5.25,3.8,1.67,0.0
Aston Villa,Man City,12,4.4,3.5,1.7,0.0
Aston Villa,Man City,12,4.8,3.75,1.7,0.0
Aston Villa,Man City,12,5.5,3.75,1.7,0.0
Aston Villa,Man City,12,5.82,3.9,1.73,0.0
Aston Villa,Man City,12,5.27,3.65,1.68,0.0
Wolves,West Brom,12,2.5,3.25,2.88,0.0
Wolves,West Brom,12,2.4,3.4,3.0,0.0
Wolves,West Brom,12,2.3,3.2,2.8,0.0
Wolves,West Brom,12,2.5,3.3,2.8,0.0
Wolves,West Brom,12,2.3,3.3,3.1,0.0
Wolves,West Brom,12,2.6,3.4,3.1,0.0
Wolves,West Brom,12,2.43,3.24,2.95,0.0
Chelsea,Bolton,2,1.29,5.5,11.0,2.0
Chelsea,Bolton,2,1.25,5.5,11.5,2.0
Chelsea,Bolton,2,1.28,5.0,9.0,2.0
Chelsea,Bolton,2,1.3,5.0,10.0,2.0
Chelsea,Bolton,2,1.28,5.39,10.66,2.0
Newcastle,Wolves,2,1.57,4.0,6.0,1.0
Newcastle,Wolves,2,1.53,3.9,6.25,1.0
Newcastle,Wolves,2,1.6,3.6,5.0,1.0
Newcastle,Wolves,2,1.6,3.75,6.0,1.0
Newcastle,Wolves,2,1.6,4.0,6.5,1.0
Newcastle,Wolves,2,1.64,4.12,6.5,1.0
Newcastle,Wolves,2,1.59,3.83,5.9,1.0
QPR,Fulham,2,2.63,3.25,2.75,0.0
QPR,Fulham,2,2.55,3.25,2.85,0.0
QPR,Fulham,2,2.55,3.2,2.55,0.0
QPR,Fulham,2,2.7,3.2,2.62,0.0
QPR,Fulham,2,2.7,3.3,2.8,0.0
QPR,Fulham,2,2.75,3.36,2.85,0.0
QPR,Fulham,2,2.59,3.25,2.72,0.0
West Brom,Sunderland,2,2.4,3.25,3.0,2.0
West Brom,Sunderland,2,2.45,3.1,3.1,2.0
West Brom,Sunderland,2,2.4,3.2,2.7,2.0
West Brom,Sunderland,2,2.4,3.25,2.9,2.0
West Brom,Sunderland,2,2.5,3.3,3.1,2.0
West Brom,Sunderland,2,2.51,3.43,3.15,2.0
West Brom,Sunderland,2,2.4,3.26,2.94,2.0
Wigan,Aston Villa,2,2.75,3.25,2.63,1.0
Wigan,Aston Villa,2,2.8,3.2,2.5,1.0
Wigan,Aston Villa,2,2.55,3.2,2.55,1.0
Wigan,Aston Villa,2,2.8,3.0,2.7,1.0
Wigan,Aston Villa,2,2.8,3.3,2.63,1.0
Wigan,Aston Villa,2,2.82,3.4,2.73,1.0
Wigan,Aston Villa,2,2.74,3.25,2.57,1.0
Arsenal,Tottenham,2,2.5,3.4,2.75,2.0
Arsenal,Tottenham,2,2.5,3.4,2.8,2.0
Arsenal,Tottenham,2,2.4,3.2,2.7,2.0
Arsenal,Tottenham,2,2.4,3.5,2.8,2.0
Arsenal,Tottenham,2,2.5,3.5,2.9,2.0
Arsenal,Tottenham,2,2.54,3.6,2.98,2.0
Arsenal,Tottenham,2,2.46,3.36,2.8,2.0
Norwich,Man United,2,6.5,4.0,1.53,0.0
Norwich,Man United,2,5.7,3.8,1.5,0.0
Norwich,Man United,2,6.0,4.2,1.53,0.0
Norwich,Man United,2,6.14,4.08,1.53,0.0
Stoke,Swansea,2,2.1,3.4,3.5,2.0
Stoke,Swansea,2,2.1,3.2,3.6,2.0
Stoke,Swansea,2,1.9,3.3,3.7,2.0
Stoke,Swansea,2,2.1,3.25,3.6,2.0
Stoke,Swansea,2,2.25,3.3,3.6,2.0
Stoke,Swansea,2,2.25,3.4,3.75,2.0
Stoke,Swansea,2,2.11,3.28,3.53,2.0
Blackburn,Aston Villa,3,2.38,3.4,3.0,1.0
Blackburn,Aston Villa,3,2.35,3.3,3.1,1.0
Blackburn,Aston Villa,3,2.2,3.2,3.0,1.0
Blackburn,Aston Villa,3,2.4,3.2,3.0,1.0
Blackburn,Aston Villa,3,2.4,3.4,3.1,1.0
Blackburn,Aston Villa,3,2.47,3.44,3.2,1.0
Blackburn,Aston Villa,3,2.37,3.3,2.96,1.0
Liverpool,Arsenal,3,2.0,3.5,3.75,0.0
Liverpool,Arsenal,3,2.05,3.4,3.75,0.0
Liverpool,Arsenal,3,2.05,3.3,3.2,0.0
Liverpool,Arsenal,3,2.1,3.1,3.8,0.0
Liverpool,Arsenal,3,2.05,3.6,3.8,0.0
Liverpool,Arsenal,3,2.1,3.66,4.05,0.0
Liverpool,Arsenal,3,2.0,3.41,3.74,0.0
QPR,Everton,3,3.1,3.25,2.38,1.0
QPR,Everton,3,3.1,3.1,2.35,1.0
QPR,Everton,3,2.7,3.2,2.4,1.0
QPR,Everton,3,3.0,3.2,2.4,1.0
QPR,Everton,3,3.2,3.3,2.38,1.0
QPR,Everton,3,3.3,3.39,2.41,1.0
QPR,Everton,3,3.05,3.26,2.35,1.0
Stoke,Norwich,3,1.83,3.5,4.5,2.0
Stoke,Norwich,3,1.83,3.5,4.2,2.0
Stoke,Norwich,3,1.9,3.3,3.7,2.0
Stoke,Norwich,3,1.91,3.2,4.33,2.0
Stoke,Norwich,3,1.87,3.6,4.5,2.0
Stoke,Norwich,3,1.91,3.64,4.65,2.0
Stoke,Norwich,3,1.86,3.44,4.29,2.0
West Brom,Chelsea,3,4.2,3.4,1.91,2.0
West Brom,Chelsea,3,4.1,3.4,1.87,2.0
West Brom,Chelsea,3,4.4,3.5,1.7,2.0
West Brom,Chelsea,3,4.0,3.2,2.0,2.0
West Brom,Chelsea,3,4.1,3.5,2.0,2.0
West Brom,Chelsea,3,4.4,3.56,2.0,2.0
West Brom,Chelsea,3,4.02,3.42,1.93,2.0
Wigan,Swansea,3,2.5,3.25,2.88,0.0
Wigan,Swansea,3,2.45,3.1,2.95,0.0
Wigan,Swansea,3,2.4,3.2,2.7,0.0
Wigan,Swansea,3,2.5,3.1,2.9,0.0
Wigan,Swansea,3,2.5,3.3,3.0,0.0
Wigan,Swansea,3,2.52,3.35,3.11,0.0
Wigan,Swansea,3,2.44,3.25,2.89,0.0
Fulham,Wolves,4,1.57,3.75,6.5,2.0
Fulham,Wolves,4,1.55,3.9,6.0,2.0
Fulham,Wolves,4,1.6,3.6,5.0,2.0
Fulham,Wolves,4,1.67,3.4,6.0,2.0
Fulham,Wolves,4,1.62,4.0,6.25,2.0
Fulham,Wolves,4,1.67,4.15,6.8,2.0
Fulham,Wolves,4,1.58,3.79,6.08,2.0
Newcastle,Sunderland,4,2.1,3.4,3.5,1.0
Newcastle,Sunderland,4,2.1,3.3,3.7,1.0
Newcastle,Sunderland,4,2.0,3.3,3.3,1.0
Newcastle,Sunderland,4,2.2,3.1,3.5,1.0
Newcastle,Sunderland,4,2.1,3.4,3.75,1.0
Newcastle,Sunderland,4,2.2,3.42,3.9,1.0
Newcastle,Sunderland,4,2.09,3.31,3.54,1.0
Tottenham,Man United,4,2.88,3.4,2.4,0.0
Tottenham,Man United,4,2.85,3.4,2.5,0.0
Tottenham,Man United,4,2.8,3.2,2.3,0.0
Tottenham,Man United,4,3.0,3.2,2.4,0.0
Tottenham,Man United,4,2.9,3.4,2.4,0.0
Tottenham,Man United,4,3.05,3.48,2.51,0.0
Tottenham,Man United,4,2.86,3.32,2.44,0.0
Aston Villa,Fulham,10,2.5,3.25,2.88,2.0
Aston Villa,Fulham,10,2.35,3.2,3.0,2.0
Aston Villa,Fulham,10,2.4,3.2,2.7,2.0
Aston Villa,Fulham,10,2.5,3.1,2.9,2.0
Aston Villa,Fulham,10,2.5,3.3,3.0,2.0
Aston Villa,Fulham,10,2.53,3.35,3.11,2.0
Aston Villa,Fulham,10,2.46,3.24,2.88,2.0
Bolton,QPR,10,2.5,3.25,2.88,2.0
Bolton,QPR,10,2.45,3.3,2.95,2.0
Bolton,QPR,10,2.1,3.2,3.2,2.0
Bolton,QPR,10,2.38,3.2,3.0,2.0
Bolton,QPR,10,2.5,3.4,3.0,2.0
Bolton,QPR,10,2.5,3.44,3.2,2.0
Bolton,QPR,10,2.41,3.27,2.94,2.0
Chelsea,Stoke,10,1.4,4.5,8.5,2.0
Chelsea,Stoke,10,1.38,4.4,8.5,2.0
Chelsea,Stoke,10,1.35,4.5,7.3,2.0
Chelsea,Stoke,10,1.36,4.5,9.0,2.0
Chelsea,Stoke,10,1.4,4.75,9.5,2.0
Chelsea,Stoke,10,1.44,4.83,10.0,2.0
Chelsea,Stoke,10,1.39,4.44,8.47,2.0
Everton,Tottenham,10,2.88,3.25,2.5,2.0
Everton,Tottenham,10,2.9,3.3,2.5,2.0
Everton,Tottenham,10,2.6,3.2,2.5,2.0
Everton,Tottenham,10,2.75,3.2,2.6,2.0
Everton,Tottenham,10,2.9,3.3,2.5,2.0
Everton,Tottenham,10,3.03,3.37,2.63,2.0
Everton,Tottenham,10,2.84,3.27,2.48,2.0
Sunderland,Liverpool,10,3.8,3.4,2.0,2.0
Sunderland,Liverpool,10,4.1,3.3,2.0,2.0
Sunderland,Liverpool,10,3.3,3.3,2.0,2.0
Sunderland,Liverpool,10,4.0,3.2,2.0,2.0
Sunderland,Liverpool,10,4.1,3.4,2.0,2.0
Sunderland,Liverpool,10,4.33,3.47,2.01,2.0
Sunderland,Liverpool,10,3.87,3.34,1.98,2.0
Wolves,Blackburn,10,2.38,3.3,3.0,0.0
Wolves,Blackburn,10,2.35,3.3,3.1,0.0
Wolves,Blackburn,10,2.2,3.2,3.0,0.0
Wolves,Blackburn,10,2.3,3.3,3.1,0.0
Wolves,Blackburn,10,2.38,3.5,3.13,0.0
Wolves,Blackburn,10,2.4,3.5,3.2,0.0
Wolves,Blackburn,10,2.32,3.31,3.02,0.0
Man United,West Brom,11,1.29,5.5,11.0,2.0
Man United,West Brom,11,1.3,5.0,10.0,2.0
Man United,West Brom,11,1.29,5.5,10.0,2.0
Man United,West Brom,11,1.28,5.4,10.67,2.0
Norwich,Wigan,11,1.83,3.6,4.33,1.0
Norwich,Wigan,11,1.8,3.6,4.25,1.0
Norwich,Wigan,11,1.85,3.4,3.8,1.0
Norwich,Wigan,11,1.83,3.5,4.33,1.0
Norwich,Wigan,11,1.85,3.7,4.5,1.0
Norwich,Wigan,11,1.91,3.7,4.55,1.0
Norwich,Wigan,11,1.84,3.47,4.25,1.0
Swansea,Man City,11,6.0,3.75,1.62,2.0
Swansea,Man City,11,5.5,3.9,1.5,2.0
Swansea,Man City,11,6.0,3.75,1.57,2.0
Swansea,Man City,11,6.28,3.7,1.57,2.0
Arsenal,Newcastle,12,1.44,4.33,7.5,2.0
Arsenal,Newcastle,12,1.45,4.33,6.75,2.0
Arsenal,Newcastle,12,1.45,3.9,6.5,2.0
Arsenal,Newcastle,12,1.44,4.33,7.0,2.0
Arsenal,Newcastle,12,1.45,4.5,8.0,2.0
Arsenal,Newcastle,12,1.5,4.5,8.1,2.0
Arsenal,Newcastle,12,1.47,4.14,6.98,2.0
Liverpool,Everton,3,1.73,3.4,5.5,2.0
Liverpool,Everton,3,1.7,3.6,5.5,2.0
Liverpool,Everton,3,1.8,3.4,4.0,2.0
Liverpool,Everton,3,1.8,3.25,5.0,2.0
Liverpool,Everton,3,1.75,3.5,5.5,2.0
Liverpool,Everton,3,1.8,3.7,5.5,2.0
Liverpool,Everton,3,1.74,3.5,5.11,2.0
Fulham,Swansea,3,1.83,3.5,4.5,0.0
Fulham,Swansea,3,1.78,3.6,4.75,0.0
Fulham,Swansea,3,1.75,3.4,4.3,0.0
Fulham,Swansea,3,1.91,3.2,4.5,0.0
Fulham,Swansea,3,1.9,3.5,4.6,0.0
Fulham,Swansea,3,1.91,3.56,4.88,0.0
Fulham,Swansea,3,1.84,3.42,4.43,0.0
Wigan,West Brom,3,2.75,3.3,2.6,1.0
Wigan,West Brom,3,2.85,3.4,2.5,1.0
Wigan,West Brom,3,2.55,3.2,2.55,1.0
Wigan,West Brom,3,2.7,3.1,2.7,1.0
Wigan,West Brom,3,2.88,3.4,2.6,1.0
Wigan,West Brom,3,2.88,3.4,2.7,1.0
Wigan,West Brom,3,2.75,3.28,2.55,1.0
Newcastle,Norwich,3,1.8,3.6,4.5,2.0
Newcastle,Norwich,3,1.72,3.75,4.5,2.0
Newcastle,Norwich,3,1.7,3.5,4.4,2.0
Newcastle,Norwich,3,1.85,3.3,4.5,2.0
Newcastle,Norwich,3,1.83,3.75,4.6,2.0
Newcastle,Norwich,3,1.85,3.85,4.83,2.0
Newcastle,Norwich,3,1.78,3.65,4.43,2.0
Blackburn,Sunderland,3,2.4,3.4,2.88,2.0
Blackburn,Sunderland,3,2.4,3.3,3.0,2.0
Blackburn,Sunderland,3,2.4,3.2,2.7,2.0
Blackburn,Sunderland,3,2.4,3.3,2.9,2.0
Blackburn,Sunderland,3,2.38,3.4,3.12,2.0
Blackburn,Sunderland,3,2.45,3.5,3.19,2.0
Blackburn,Sunderland,3,2.36,3.33,2.98,2.0
Everton,Arsenal,3,3.0,3.4,2.3,0.0
Everton,Arsenal,3,3.1,3.4,2.3,0.0
Everton,Arsenal,3,3.0,3.2,2.2,0.0
Everton,Arsenal,3,3.0,3.2,2.4,0.0
Everton,Arsenal,3,3.12,3.4,2.38,0.0
Everton,Arsenal,3,3.2,3.45,2.42,0.0
Everton,Arsenal,3,3.03,3.29,2.34,0.0
Man City,Chelsea,3,1.91,3.6,4.0,2.0
Man City,Chelsea,3,1.87,3.6,4.2,2.0
Man City,Chelsea,3,1.8,3.4,4.0,2.0
Man City,Chelsea,3,1.91,3.4,4.0,2.0
Man City,Chelsea,3,1.95,3.6,4.3,2.0
Man City,Chelsea,3,1.94,3.72,4.4,2.0
Man City,Chelsea,3,1.89,3.48,4.13,2.0
QPR,Liverpool,3,5.0,3.6,1.73,2.0
QPR,Liverpool,3,4.75,3.6,1.78,2.0
QPR,Liverpool,3,4.0,3.4,1.8,2.0
QPR,Liverpool,3,4.5,3.5,1.8,2.0
QPR,Liverpool,3,4.8,3.7,1.83,2.0
QPR,Liverpool,3,5.0,3.8,1.83,2.0
QPR,Liverpool,3,4.59,3.52,1.79,2.0
Tottenham,Stoke,3,1.4,4.5,8.5,1.0
Tottenham,Stoke,3,1.4,4.4,7.75,1.0
Tottenham,Stoke,3,1.45,3.9,6.5,1.0
Tottenham,Stoke,3,1.44,4.0,8.0,1.0
Tottenham,Stoke,3,1.45,4.5,9.0,1.0
Tottenham,Stoke,3,1.45,4.7,9.0,1.0
Tottenham,Stoke,3,1.41,4.33,8.15,1.0
Arsenal,Aston Villa,3,1.33,5.0,10.0,2.0
Arsenal,Aston Villa,3,1.31,5.0,9.5,2.0
Arsenal,Aston Villa,3,1.3,4.8,8.5,2.0
Arsenal,Aston Villa,3,1.36,4.33,10.0,2.0
Arsenal,Aston Villa,3,1.33,5.2,10.5,2.0
Arsenal,Aston Villa,3,1.38,5.31,11.0,2.0
Arsenal,Aston Villa,3,1.35,4.76,9.41,2.0
Bolton,Blackburn,3,2.4,3.4,2.9,2.0
Bolton,Blackburn,3,2.35,3.4,2.85,2.0
Bolton,Blackburn,3,2.3,3.2,2.8,2.0
Bolton,Blackburn,3,2.5,3.2,2.8,2.0
Bolton,Blackburn,3,2.5,3.5,2.9,2.0
Bolton,Blackburn,3,2.51,3.52,3.0,2.0
Bolton,Blackburn,3,2.4,3.34,2.91,2.0
Chelsea,Tottenham,3,1.83,3.6,4.33,1.0
Chelsea,Tottenham,3,1.83,3.7,4.25,1.0
Chelsea,Tottenham,3,1.9,3.3,3.7,1.0
Chelsea,Tottenham,3,1.91,3.3,4.33,1.0
Chelsea,Tottenham,3,1.91,3.7,4.3,1.0
Chelsea,Tottenham,3,1.95,3.72,4.5,1.0
Chelsea,Tottenham,3,1.88,3.49,4.14,1.0
Liverpool,Wigan,3,1.29,5.5,11.0,0.0
Liverpool,Wigan,3,1.35,4.5,7.3,0.0
Liverpool,Wigan,3,1.33,4.5,11.0,0.0
Liverpool,Wigan,3,1.29,5.16,11.29,0.0
Norwich,Wolves,3,1.73,3.75,4.75,2.0
Norwich,Wolves,3,1.75,3.7,4.4,2.0
Norwich,Wolves,3,1.8,3.4,4.0,2.0
Norwich,Wolves,3,1.8,3.3,5.0,2.0
Norwich,Wolves,3,1.75,3.8,5.0,2.0
Norwich,Wolves,3,1.8,3.93,5.2,2.0
Norwich,Wolves,3,1.75,3.6,4.67,2.0
Stoke,Man City,3,6.0,3.75,1.62,1.0
Stoke,Man City,3,5.75,3.8,1.62,1.0
Stoke,Man City,3,5.0,3.6,1.6,1.0
Stoke,Man City,3,6.25,3.8,1.62,1.0
Stoke,Man City,3,6.33,3.89,1.67,1.0
Stoke,Man City,3,5.91,3.67,1.62,1.0
Sunderland,QPR,3,2.0,3.4,3.8,2.0
Sunderland,QPR,3,1.95,3.3,3.9,2.0
Sunderland,QPR,3,2.0,3.3,3.3,2.0
